#Start: 100 Hz
#Stop: 10000 Hz
#Steps: 1001
Frequency (Hz),Channel 1 Magnitude (dB)
130.0169578033291,0.06139803524738165
130.6170888131842,0.06197963718536856
131.2199899019203,0.06218015937549933
131.8256738556408,0.06292195980015405
132.4341535194664,0.06345026030744795
133.0454417978091,0.06404858170791661
133.6595516546442,0.06461511101787439
134.2764961137864,0.06460949542881153
134.8962882591653,0.06529928229798394
135.5189412351036,0.06572717625992178
136.144468246595,0.06656452340228419
136.772882559585,0.0667252815997941
137.4041975012515,0.06722468829828657
138.0384264602885,0.06772905530394273
138.6755828871888,0.0683361952409649
139.3156802945303,0.06885245307553149
139.9587322572618,0.06942511708840993
140.6047524129914,0.07006056319207286
141.2537544622754,0.07051799502197667
141.9057521689092,0.07099570655838683
142.5607593602188,0.07180447370716017
143.2187899273543,0.07225848114396022
143.8798578255845,0.07277619418883259
144.5439770745927,0.07351443780062231
145.2111617587742,0.0741645739062864
145.8814260275348,0.07448284432904029
146.5547840955911,0.07519672873450584
147.2312502432719,0.07600542523200687
147.9108388168207,0.07649091527540322
148.5935642287007,0.07682669280587921
149.2794409578996,0.07754665998132919
149.9684835502373,0.07816426141126349
150.6607066186742,0.07852923533549139
151.3561248436208,0.07927578128900616
152.0547529732495,0.07971916723980413
152.7566058238072,0.08053524294060636
153.4616982799294,0.08116335099944501
154.1700452949559,0.08197917148686389
154.8816618912481,0.0824487071095287
155.5965631605074,0.08297192358862059
156.3147642640954,0.0838145553265645
157.0362804333552,0.08440598382257292
157.7611269699348,0.08508273297000087
158.4893192461113,0.08595996825988761
159.220872705117,0.0866148580029228
159.9558028614669,0.08716970682435833
160.6941253012877,0.08770758384682985
161.4358556826486,0.08876142941249984
162.181009735893,0.08943569472650395
162.9296032639722,0.08984143182732178
163.6816521427808,0.09061093133259976
164.4371723214931,0.09160376198857087
165.1961798229015,0.09247142108465192
165.9586907437561,0.09313345098511859
166.7247212551063,0.09424571302305237
167.4942876026437,0.09458565150725723
168.2674061070468,0.09563506312168316
169.0440931643264,0.09640826177165689
169.8243652461744,0.09707225684554391
170.6082389003124,0.09828504174776646
171.3957307508425,0.09891567369464349
172.1868574986007,0.09993182953291609
172.9816359215101,0.1009138642438105
173.7800828749376,0.1016259641666212
174.5822152920504,0.1023935790916255
175.3880501841761,0.1031057384112616
176.1976046411629,0.1035285905867857
177.0108958317421,0.1045999453753876
177.8279410038923,0.1056209573779096
178.6487574852051,0.1065964554865748
179.4733626832527,0.1074529531169447
180.3017740859569,0.1081597347030554
181.1340092619602,0.10914905578698
181.9700858609984,0.1102883111260858
182.8100216142743,0.1108075033680968
183.6538343348346,0.1120289261924156
184.5015419179473,0.1126175043600104
185.3531623414811,0.113610164648103
186.2087136662868,0.1148539941023137
187.0682140365801,0.1159594205601959
187.9316816803268,0.1167988695486735
188.7991349096293,0.1176227312936102
189.6705921211147,0.118586276116943
190.5460717963247,0.1198244699534827
191.4255925021086,0.1207811403934145
192.3091728910159,0.121468004795257
193.1968317016924,0.1228164045302958
194.0885877592778,0.1242141207570016
194.9844599758046,0.1253739471054652
195.884467350599,0.1259531570125858
196.7886289706845,0.1268357022556513
197.6969640111861,0.1280699874163025
198.6094917357372,0.1295698557194341
199.526231496888,0.1306509444375461
200.4472027365161,0.1315095048251124
201.3724249862389,0.1323183553669268
202.3019178678272,0.133821851579369
203.2357010936222,0.135027501919099
204.173794466953,0.1364265038088982
205.1162178825566,0.1375017679466185
206.062991327,0.1382190353652766
207.0141348791043,0.1397309874687521
207.9696687103696,0.1411602278422438
208.929613085404,0.1424399969505903
209.8939883623524,0.1436357279483047
210.862814993329,0.1448067960909434
211.8361135248502,0.1457990547263184
212.8139045982712,0.1474395447022671
213.7962089502232,0.1489584394914309
214.7830474130534,0.1501277045810852
215.7744409152667,0.1512924190672916
216.7704104819695,0.1524024616318403
217.7709772353159,0.1539119526508691
218.7761623949553,0.1551617954123106
219.7859872784825,0.1568906110445709
220.8004733018899,0.158286526889807
221.8196419800219,0.1595430898222857
222.8435149270303,0.1604938770386156
223.872113856834,0.1625629441578581
224.905460583578,0.1634285054254066
225.9435770220978,0.1651051693534824
226.9864851883821,0.1668058102974135
228.0342072000419,0.168376851657886
229.0867652767772,0.169652694392193
230.1441817408509,0.1713821657933397
231.2064790175594,0.1725628864827097
232.2736796357107,0.1741911912184911
233.3458062281002,0.1759721696918347
234.4228815319923,0.1772872166226037
235.5049283896009,0.1787784024394574
236.5919697485759,0.1802700042848118
237.6840286624876,0.1814599362359844
238.7811282913178,0.1834237484001234
239.883291901949,0.1852767830841996
240.9905428686596,0.1865669360734741
242.1029046736178,0.1886058365883058
243.2204009073816,0.1904284250574106
244.3430552693971,0.1920271132683237
245.4708915685031,0.1937794523386139
246.6039337234339,0.1956284157158158
247.7422057633286,0.1976259901802649
248.885731828239,0.1993896993032127
250.0345361696432,0.200636477001267
251.1886431509579,0.2024320707023788
252.3480772480576,0.2042946796703865
253.5128630497907,0.205814850960199
254.6830252585042,0.2081632170576694
255.8585886905645,0.2100613576488987
257.0395782768863,0.2120328595045836
258.2260190634595,0.2138908885925281
259.4179362118813,0.2152485435841143
260.6153549998895,0.2173686815082453
261.8183008218985,0.2194284662253828
263.0267991895382,0.2213856517466864
264.2408757321946,0.2235240944388596
265.4605561975539,0.2253521295219694
266.6858664521479,0.2272271501981794
267.9168324819032,0.2295169167229289
269.1534803926915,0.2316385614800299
270.3958364108843,0.233464376144349
271.6439268839083,0.235728511958263
272.8977782808041,0.2377149990230309
274.1574171927882,0.2398264254591325
275.4228703338166,0.2425624891888154
276.6941645411511,0.2445074809338827
277.9713267759288,0.2466036991389862
279.2543841237338,0.2486979989136152
280.5433637951713,0.2512732073418514
281.8382931264454,0.2536776253542389
283.1391995799379,0.2557208120227331
284.4461107447916,0.2579936010607075
285.7590543374947,0.2603070113809361
287.078058202469,0.2626028663309805
288.4031503126606,0.2654422579298207
289.7343587701323,0.2674731249197217
291.0717118066605,0.2696858666392696
292.4152377843336,0.2719240712219156
293.7649651961531,0.2746337833090865
295.1209226666385,0.2775152869288131
296.4831389524342,0.2795501723342919
297.8516429429189,0.2824082793241541
299.2264636608189,0.2852488217112279
300.6076302628231,0.2875813629857977
301.9951720402016,0.2901945750624977
303.389118419427,0.2929586134478174
304.7894989627983,0.2956952890259012
306.1963433690677,0.2987729093494971
307.6096814740708,0.3011564986302872
309.029543251359,0.3033084838172286
310.4559588128355,0.3065401896820407
311.8889584093937,0.3094770042644502
313.3285724315585,0.3122707197709368
314.7748314101316,0.3154356293787096
316.2277660168379,0.3179283597331959
317.687407064977,0.3210635287010836
319.1537855100761,0.3242135548547221
320.6269324505466,0.326675693793533
322.1068791283435,0.3296077486942477
323.5936569296283,0.3328061309746567
325.0872973854343,0.3356438014940576
326.5878321723358,0.3393278336113229
328.0952931131191,0.3426939032195974
329.6097121774578,0.345322449153889
331.1311214825911,0.3484351320258671
332.6595532940045,0.3519811213104863
334.1950400261143,0.3547337256912748
335.7376142429547,0.358364732722845
337.2873086588689,0.3610828225074167
338.8441561392025,0.3650137223115585
340.4081897010009,0.3683240150774002
341.9794425137089,0.3716198724292361
343.5579478998746,0.3749030967800229
345.1437393358563,0.3787960060361084
346.7368504525317,0.3820575927337359
348.3373150360118,0.3855440983811853
349.9451670283573,0.3894407253392825
351.5604405282982,0.3928513463165231
353.183169791957,0.3969155130983054
354.8133892335755,0.4005315952035736
356.4511334262443,0.4043743107999517
358.0964371026361,0.4076782684800627
359.7493351557424,0.4115110972358842
361.4098626396133,0.4152660672489604
363.0780547701014,0.4194774433769708
364.7539469256078,0.4230042589055271
366.4375746478333,0.4270910464359576
368.1289736425313,0.4312593535468235
369.8281797802663,0.4352165760213506
371.5352290971724,0.4389495633846039
373.2501577957206,0.4429859449625564
374.9730022454834,0.4470091467263587
376.7037989839089,0.4515971312088678
378.4425847170932,0.45560564407504
380.1893963205612,0.4598939451378708
381.9442708400464,0.4642107562661523
383.7072454922788,0.4686435346402779
385.4783576657717,0.4731878755271066
387.2576449216172,0.4773565394860201
389.0451449942805,0.4821124167236468
390.8408957924021,0.4866574284803127
392.6449353995997,0.4907107975927569
394.4573020752784,0.4949142710037984
396.2780342554394,0.4999706782755545
398.1071705534973,0.5045968462920711
399.9447497610973,0.5098456500234005
401.79081084894,0.5143326762542458
403.6453929676048,0.5189298357978693
405.508535448384,0.5239387787925763
407.3802778041126,0.5290643633018728
409.260659730011,0.5339093826523135
411.1497211045221,0.5387283924434948
413.0475019901614,0.5438953313974414
414.9540426343628,0.5483695165411508
416.8693834703355,0.5540267550392198
418.7935651179183,0.5594194564739959
420.7266283844442,0.5643061349774552
422.6686142656029,0.5691675315018105
424.619563946313,0.5748672464256537
426.5795188015926,0.5801391544016131
428.5485203974396,0.5860468526647975
430.5266104917105,0.5912058646566956
432.5138310350088,0.5967927821353699
434.5102241715714,0.6025890081141219
436.5158322401661,0.6077889332012542
438.5306977749856,0.6137788481310283
440.5548635065534,0.6192867421683503
442.5883723626264,0.6252884684845712
444.6312674691089,0.63130441024703
446.683592150963,0.6370827149897994
448.7453899331323,0.6427664557048287
450.81670454146,0.6491790001569626
452.8975799036209,0.6553508249328868
454.9880601500485,0.6611097654655105
457.0881896148752,0.6678656390560124
459.1980128368685,0.6742191546222029
461.3175745603795,0.6803178200977668
463.446919736288,0.686627980794548
465.5860935229591,0.6935097638186888
467.7351412871981,0.6997873196640602
469.8941086052156,0.7060524668110895
472.0630412635904,0.7123044347935498
474.2419852602448,0.7195877193464182
476.4309868054156,0.7264174261223523
478.6300923226385,0.7330326573268008
480.8393484497285,0.7400494947400549
483.0588020397728,0.7469992926579793
485.288500162121,0.7538985697100475
487.5284901033863,0.7614827889959876
489.7788193684462,0.7690014784140454
492.0395356814509,0.7762843942477384
494.3106869868354,0.7832359705472562
496.592321450336,0.7911105736038142
498.8844874600122,0.7982322656709661
501.1872336272722,0.8055454553418104
503.5006087879048,0.8131463677105075
505.824662003114,0.8210663785363395
508.1594425605605,0.8287104830409796
510.5049999754062,0.8363823021659564
512.8613839913648,0.8441943989275019
515.2286445817565,0.8524625502885425
517.6068319505677,0.8604639922663946
519.9959965335159,0.8686732735838785
522.3961889991198,0.8770237352652565
524.8074602497726,0.8849647466675105
527.2298614228226,0.8934022573461929
529.6634438916578,0.9020827139085785
532.1082592667942,0.9103462581265952
534.5643593969717,0.9191519682786031
537.0317963702527,0.9279941336102643
539.5106225151276,0.937170318976236
542.0008904016239,0.9460068378726528
544.5026528424212,0.9547526617800145
547.0159628939716,0.963872290513849
549.5408738576245,0.9725270383014974
552.0774392807573,0.9819449213978766
554.6257129579108,0.9920740165187221
557.1857489319299,1.000533361155441
559.7576014951102,1.01065555971442
562.3413251903492,1.020449296286666
564.9369748123025,1.029466242066576
567.5446054085471,1.039877877263327
570.1642722807475,1.049557045149036
572.7960309858292,1.059995024964963
575.4399373371569,1.069628615998698
578.0960474057181,1.080302994259512
580.7644175213121,1.090467328489013
583.4451042737447,1.100753389680591
586.1381645140287,1.111483536339508
588.843655355589,1.121971705633096
591.561634175474,1.132067026521623
594.2921586155727,1.143249712988023
597.035286583837,1.154517705355734
599.7910762555094,1.165747970333855
602.5595860743578,1.176645578018407
605.3408747539136,1.188495330683766
608.1350012787179,1.199877874216752
610.9420249055721,1.210074821032931
613.7620051647942,1.222904659178482
616.5950018614822,1.233740350195955
619.4410750767814,1.24606546577976
622.3002851691596,1.258297216740925
625.1726927756858,1.270172830956118
628.058358813318,1.28283102516332
630.9573444801933,1.294833384178766
633.8697112569271,1.30710544216595
636.7955209079158,1.319419709437231
639.7348354826482,1.332350007633837
642.6877173170197,1.345192235526901
645.6542290346556,1.358415215884514
648.6344335482385,1.371792395530326
651.6283940608428,1.384783790410813
654.6361740672747,1.397970806036601
657.6578373554205,1.411075985567025
660.6934480075957,1.424962958569568
663.743070401909,1.438783395358537
666.8067692136219,1.452077136927345
669.8846094165266,1.46676035147154
672.9766562843175,1.480795821415566
676.0829753919818,1.495032601779254
679.2036326171843,1.508747488118915
682.3386941416696,1.524079515102251
685.4882264526613,1.53871669524667
688.6522963442762,1.553028897770329
691.8309709189363,1.568416801851339
695.024317588797,1.584181256352309
698.2324040771712,1.599004852943865
701.4552984199713,1.614489133041042
704.6930689671467,1.629933673637453
707.9457843841381,1.645192485853615
711.2135136533288,1.661422461336666
714.4963260755134,1.677799106972889
717.7942912713615,1.693739117448382
721.1074791828997,1.710593870205807
724.4359600749899,1.726650676735149
727.7798045368241,1.743714752757007
731.1390834834173,1.760680486518999
734.5138681571151,1.777451217218244
737.9042301291007,1.794559071829706
741.3102413009177,1.811527380906212
744.7319739059889,1.829417603855748
748.1695005111545,1.847523029499478
751.6228940182053,1.865128338856768
755.0922276654342,1.883056172401197
758.5775750291835,1.900457113104502
762.0790100254122,1.918838678251194
765.5966069112561,1.937258170647852
769.1304402866098,1.955662219044465
772.6805850957022,1.974736473165616
776.2471166286919,1.993502276805269
779.8301105232586,2.013084950209348
783.4296427662119,2.031930765991535
787.0457896950984,2.052064472227303
790.6786279998253,2.071488963654372
794.3282347242814,2.091860738657543
797.9946872679769,2.111427268052144
801.678063387679,2.1322832643111
805.378441199067,2.15273606004541
809.0958991783821,2.17406597983608
812.8305161640994,2.193970313682105
816.5823713585922,2.214958569368071
820.3515443298186,2.236617271046349
824.1381150130021,2.258419220162997
827.9421637123345,2.279575689073917
831.7637711026708,2.30204818181328
835.6030182312484,2.323661611731287
839.4599865193974,2.345989382235226
843.3347577642757,2.368261677285806
847.2274141405964,2.390770162348887
851.1380382023767,2.414030870392734
855.0667128846833,2.43643895120079
859.0135215053961,2.459423168565036
862.9785477669702,2.483539426047818
866.9618757582165,2.506829880058224
870.9635899560806,2.530297095418788
874.983775227436,2.554587058486649
879.0225168308842,2.578275939236738
883.0799004185627,2.6029079449994
887.1560120379609,2.627090627013406
891.2509381337455,2.652431426354733
895.3647655495937,2.676686729842812
899.4975815300351,2.702036380376484
903.6494737223014,2.727772110243197
907.8205301781857,2.753135885374177
912.0108393559096,2.778518368512474
916.2204901219998,2.80440998472664
920.4495717531712,2.830489860811516
924.6981739382225,2.857421056446729
928.9663867799362,2.883434617675636
933.2543007969909,2.910069664570123
937.5620069258803,2.936070204436643
941.8895965228413,2.963740153741876
946.237161365793,2.990513871612972
950.6047936562815,3.01770061572014
954.9925860214358,3.045314355094394
959.4006315159331,3.072504785492887
963.8290236239704,3.100701157289194
968.2778562612491,3.12817794432919
972.747223776965,3.156363448228199
977.2372209558107,3.185054358053402
981.7479430199844,3.213413994903123
986.2794856312104,3.241769360865871
990.8319448927675,3.270688931105614
995.405417351527,3.299663949568769
1000,3.328493353267168
1004.615790278395,3.357303716443516
1009.252886076684,3.385730274759027
1013.911385736679,3.414968416606023
1018.591388054117,3.444106667762104
1023.292992280754,3.473439762215435
1028.016298126474,3.502995987024917
1032.761405761398,3.532336537763504
1037.528415818012,3.562716625063982
1042.317429393304,3.592436398529066
1047.1285480509,3.62275359893165
1051.961873823223,3.652987034017243
1056.817509213658,3.683515950382639
1061.695557198725,3.713129191819797
1066.596121230258,3.744580288579932
1071.519305237606,3.773743895760217
1076.465213629835,3.804961256091877
1081.433951297938,3.834661718220642
1086.425623617065,3.86535441677097
1091.440336448757,3.896141761707023
1096.478196143185,3.925978075195853
1101.539309541415,3.955610164016772
1106.623783977666,3.985781971987199
1111.731727281591,4.01554727661917
1116.863247780561,4.04567162436232
1122.018454301964,4.074057954866762
1127.197456175511,4.103807970341395
1132.400363235557,4.132393444433017
1137.627285823431,4.160967332637144
1142.878334789772,4.189698616190536
1148.153621496883,4.21822433820182
1153.453257821092,4.245295697102594
1158.777356155126,4.271984344958331
1164.126029410491,4.29905794082177
1169.499391019871,4.325744550126418
1174.89755493953,4.351520202689643
1180.32063565173,4.377537327312338
1185.76874816716,4.401532509598962
1191.242008027375,4.425699933137388
1196.740531307244,4.448897816914901
1202.264434617413,4.471947957864942
1207.81383510678,4.493502239102478
1213.388850464977,4.515650973446002
1218.989598924867,4.536672474715941
1224.616199265049,4.556151412285993
1230.268770812382,4.574442745558073
1235.947433444511,4.592997609382879
1241.652307592411,4.609619015737641
1247.383514242943,4.62623787061143
1253.141174941416,4.640246826940549
1258.925411794168,4.65432212048241
1264.736347471151,4.666673517510315
1270.574105208542,4.678853785463936
1276.438808811344,4.68906396394332
1282.330582656022,4.697511244236519
1288.249551693134,4.704787122245822
1294.195841449986,4.710670780562006
1300.169578033291,4.715475473315797
1306.170888131842,4.718894527003038
1312.199899019203,4.721741221364091
1318.256738556407,4.721588445045918
1324.341535194665,4.720265433527835
1330.454417978091,4.717037988125158
1336.595516546442,4.713314912821345
1342.764961137863,4.706688500732604
1348.962882591653,4.698628334434979
1355.189412351036,4.68980409672634
1361.44468246595,4.67837927183147
1367.728825595849,4.66532990136341
1374.041975012515,4.651119039836742
1380.384264602885,4.634027474668496
1386.755828871888,4.614835239985885
1393.156802945303,4.594700876033898
1399.587322572618,4.573198556243061
1406.047524129914,4.548241173743198
1412.537544622754,4.523057051453188
1419.057521689092,4.494835786717523
1425.607593602188,4.46608492284949
1432.187899273543,4.433193217516814
1438.798578255845,4.401083082396195
1445.439770745927,4.365511788310441
1452.111617587742,4.327803569115892
1458.814260275348,4.289121054696966
1465.547840955911,4.247529403746729
1472.312502432718,4.206336934995904
1479.108388168207,4.161001525856937
1485.935642287007,4.114276290472962
1492.794409578996,4.066082985592809
1499.684835502373,4.016164844715746
1506.607066186742,3.96492714076204
1513.561248436208,3.911570646790208
1520.547529732496,3.856858539038187
1527.566058238072,3.799234965798029
1534.616982799294,3.741632833432123
1541.700452949559,3.681399750946579
1548.816618912481,3.620059355386489
1555.965631605074,3.556382501441932
1563.147642640954,3.492442761740358
1570.362804333553,3.42620585360288
1577.611269699349,3.359493416422047
1584.893192461113,3.290419420541219
1592.20872705117,3.219316940695237
1599.558028614669,3.148880130357206
1606.941253012877,3.075388396216238
1614.358556826486,3.001251603769201
1621.81009735893,2.925427783347775
1629.296032639722,2.848153235530277
1636.816521427809,2.770975205217623
1644.371723214932,2.691356374726468
1651.961798229015,2.61230220381815
1659.586907437561,2.530453229649738
1667.247212551063,2.447804744367087
1674.942876026437,2.364717338529629
1682.674061070467,2.281338615190216
1690.440931643264,2.19587912595482
1698.243652461744,2.110134501799425
1706.082389003124,2.023020644689169
1713.957307508425,1.934674455694343
1721.868574986007,1.846315610570636
1729.816359215101,1.755227316518799
1737.800828749375,1.665814625002665
1745.822152920504,1.575842664639412
1753.880501841761,1.483469454421404
1761.976046411629,1.390691503991181
1770.108958317421,1.298034705120934
1778.279410038923,1.204426986696229
1786.487574852051,1.111032846188219
1794.733626832526,1.01527157643567
1803.017740859569,0.9210143833935329
1811.340092619603,0.8243467445822626
1819.700858609984,0.7291069442912248
1828.100216142743,0.6309764881841039
1836.538343348346,0.5345935251829191
1845.015419179474,0.4369422346773941
1853.531623414811,0.3393955686350785
1862.087136662867,0.2417077350863454
1870.6821403658,0.142410756771865
1879.316816803268,0.04232043602856607
1887.991349096294,-0.05643933481679766
1896.705921211146,-0.1569966154823982
1905.460717963247,-0.2559540611323666
1914.255925021086,-0.3558902143384717
1923.091728910159,-0.4566337747095345
1931.968317016924,-0.557025782176873
1940.885877592778,-0.6594831886408026
1949.844599758045,-0.758941329888589
1958.84467350599,-0.8603931720478946
1967.886289706845,-0.9618935953459844
1976.969640111861,-1.064515679685034
1986.094917357372,-1.165172828232664
1995.26231496888,-1.267780872982788
2004.472027365161,-1.368756729646874
2013.724249862388,-1.471532512536549
2023.019178678272,-1.573976253554275
2032.357010936222,-1.675607634493724
2041.73794466953,-1.779143831190528
2051.162178825566,-1.881929508787537
2060.629913270001,-1.984193891229346
2070.141348791043,-2.086942712001721
2079.696687103696,-2.189377768284294
2089.29613085404,-2.29207995034354
2098.939883623525,-2.39444640605044
2108.62814993329,-2.498863077318652
2118.361135248502,-2.599300261150338
2128.139045982713,-2.702794527678734
2137.962089502233,-2.806518201621018
2147.830474130534,-2.908791071631968
2157.744409152667,-3.012753835980388
2167.704104819695,-3.113508599327433
2177.709772353159,-3.218051048292061
2187.761623949553,-3.319740378263716
2197.859872784825,-3.423053304205229
2208.0047330189,-3.525417640716398
2218.196419800219,-3.627822721172808
2228.435149270304,-3.730055524613486
2238.72113856834,-3.833384528162904
2249.054605835782,-3.93571633069365
2259.435770220978,-4.038629927626904
2269.864851883822,-4.138646871456181
2280.342072000419,-4.241930579598917
2290.867652767774,-4.344079971324778
2301.441817408509,-4.448792184918152
2312.064790175595,-4.550160273675099
2322.736796357107,-4.651240896468096
2333.458062281004,-4.752629848614148
2344.228815319923,-4.855117353459524
2355.04928389601,-4.957983223042717
2365.919697485759,-5.05945508857896
2376.840286624876,-5.160327948336246
2387.811282913177,-5.261743214538366
2398.83291901949,-5.365768392280364
2409.905428686594,-5.464260033295244
2421.029046736177,-5.567449291422593
2432.204009073815,-5.666978241582406
2443.430552693971,-5.771639554994415
2454.70891568503,-5.870487729171558
2466.039337234339,-5.970815449832088
2477.422057633285,-6.073041761747874
2488.85731828239,-6.17359848556938
2500.345361696431,-6.275742026674754
2511.88643150958,-6.377358870781608
2523.480772480574,-6.475137495623561
2535.128630497907,-6.576230036743445
2546.83025258504,-6.677353403477737
2558.585886905646,-6.776779280823186
2570.395782768863,-6.8792909725492
2582.260190634596,-6.979376659750555
2594.179362118814,-7.078508338614537
2606.153549998895,-7.177452497587772
2618.183008218985,-7.277725789524133
2630.267991895381,-7.377264992766658
2642.408757321946,-7.478407625363958
2654.605561975539,-7.577063948527271
2666.858664521479,-7.675898756899181
2679.168324819031,-7.775848832453248
2691.534803926916,-7.87532501395802
2703.958364108843,-7.975048304045131
2716.439268839082,-8.073671316085754
2728.97778280804,-8.171715040469698
2741.574171927883,-8.270978561543243
2754.228703338166,-8.369295340179463
2766.941645411511,-8.467917870440822
2779.713267759289,-8.566096638687569
2792.543841237338,-8.666896076046468
2805.433637951713,-8.765401415652278
2818.382931264454,-8.861573370433899
2831.391995799379,-8.959678842887509
2844.461107447915,-9.058811570776349
2857.590543374947,-9.157095921616454
2870.780582024691,-9.254863843508078
2884.031503126605,-9.352721793403237
2897.343587701323,-9.453970848813972
2910.717118066605,-9.548387529730441
2924.152377843335,-9.647014393018312
2937.649651961531,-9.744761568390247
2951.209226666385,-9.841847134909976
2964.831389524342,-9.940338071846201
2978.516429429189,-10.0388968505871
2992.264636608189,-10.13538758296659
3006.076302628231,-10.23301301089321
3019.951720402016,-10.32795748860324
3033.89118419427,-10.42577322620436
3047.894989627983,-10.52329437034832
3061.963433690677,-10.62227610074357
3076.096814740708,-10.71767192241369
3090.295432513591,-10.8150063141606
3104.559588128356,-10.91100801274251
3118.889584093937,-11.00926472690969
3133.285724315585,-11.10576228014031
3147.748314101316,-11.20093535642214
3162.277660168379,-11.30086815909941
3176.874070649771,-11.39496384003906
3191.537855100762,-11.48944752887406
3206.269324505466,-11.59010967448618
3221.068791283435,-11.68491300222252
3235.936569296283,-11.78041443144183
3250.872973854344,-11.87786934853415
3265.878321723359,-11.97461486751883
3280.95293113119,-12.07024695517539
3296.097121774578,-12.16562061947269
3311.311214825911,-12.26371847288167
3326.595532940045,-12.35688397401029
3341.950400261143,-12.45342389049588
3357.376142429547,-12.54698850951338
3372.873086588689,-12.64811227258664
3388.441561392026,-12.74407129261715
3404.081897010009,-12.83720030797587
3419.794425137089,-12.93268977702529
3435.579478998747,-13.02948583462443
3451.437393358563,-13.12642034378416
3467.368504525316,-13.21948760452634
3483.373150360118,-13.31481650681588
3499.451670283573,-13.41046836533827
3515.604405282982,-13.51043456933093
3531.83169791957,-13.60227579090516
3548.133892335755,-13.69862474867595
3564.511334262443,-13.79146793142892
3580.96437102636,-13.88673535161621
3597.493351557423,-13.98334147178695
3614.098626396133,-14.08206667661342
3630.780547701014,-14.1777469683588
3647.539469256079,-14.27110919394113
3664.375746478333,-14.36693126364409
3681.289736425315,-14.45946719656755
3698.281797802663,-14.5554464374119
3715.352290971726,-14.65369153439839
3732.501577957206,-14.74642372566814
3749.730022454836,-14.84031070767818
3767.037989839089,-14.93747898093936
3784.425847170934,-15.03468024648494
3801.893963205613,-15.12897419449893
3819.442708400466,-15.22462550874877
3837.072454922788,-15.31778893505537
3854.783576657719,-15.41351686983744
3872.576449216173,-15.50588581669389
3890.451449942806,-15.60322699330389
3908.408957924021,-15.69666318311518
3926.449353995999,-15.79346375888038
3944.573020752784,-15.88741133484133
3962.780342554396,-15.98349551080999
3981.071705534973,-16.08322779680312
3999.447497610975,-16.17756913466093
4017.9081084894,-16.27096900431376
4036.45392967605,-16.36963247067239
4055.08535448384,-16.46194080476931
4073.802778041128,-16.56301172724493
4092.60659730011,-16.65653906120691
4111.497211045223,-16.74971989335148
4130.475019901614,-16.84320451811001
4149.54042634363,-16.94193579300004
4168.693834703356,-17.03568878130677
4187.935651179184,-17.13134461758223
4207.266283844442,-17.22418100920292
4226.686142656029,-17.32389078661245
4246.195639463128,-17.41721775741565
4265.795188015925,-17.51638613226317
4285.485203974394,-17.6109639949439
4305.266104917106,-17.7064680146504
4325.138310350087,-17.80497938800129
4345.102241715715,-17.89859870518256
4365.158322401659,-17.99294900686562
4385.306977749856,-18.09391165863759
4405.548635065532,-18.18437467591593
4425.883723626264,-18.28284613496421
4446.312674691086,-18.37763850664451
4466.835921509631,-18.47536936532015
4487.453899331321,-18.5722444305248
4508.167045414601,-18.66841499711149
4528.975799036207,-18.77186916588176
4549.880601500485,-18.85839493906523
4570.88189614875,-18.95497442602603
4591.980128368685,-19.05253409790135
4613.175745603793,-19.14903994395178
4634.46919736288,-19.25435570979817
4655.860935229589,-19.34536317931046
4677.351412871981,-19.44494845945041
