#Sample rate: 1600Hz
#Samples: 8192

Time (s),Channel 1 (V)
-0.3098465568862276,0.9682955131583564
-0.3092215568862278,0.9686282801592736
-0.3085965568862274,0.9689610471601909
-0.3079715568862276,0.9689610471601909
-0.3073465568862277,0.9699593481629427
-0.3067215568862274,0.9706248821647776
-0.3060965568862275,0.9712904161666118
-0.3054715568862276,0.971623183167529
-0.3048465568862277,0.9726214841702805
-0.3042215568862274,0.9729542511711983
-0.3035965568862276,0.9732870181721155
-0.3029715568862277,0.9739525521739499
-0.3023465568862278,0.9726214841702815
-0.3017215568862275,0.9729542511711982
-0.3010965568862276,0.9726214841702809
-0.3004715568862277,0.9722887171693636
-0.2998465568862274,0.9726214841702805
-0.2992215568862275,0.971623183167529
-0.2985965568862277,0.9712904161666118
-0.2979715568862278,0.9706248821647776
-0.2973465568862275,0.9706248821647773
-0.2967215568862276,0.9696265811620255
-0.2960965568862277,0.9686282801592737
-0.2954715568862274,0.9689610471601908
-0.2948465568862275,0.9686282801592737
-0.2942215568862276,0.9689610471601909
-0.2935965568862278,0.9689610471601909
-0.2929715568862274,0.9689610471601909
-0.2923465568862276,0.9692938141611082
-0.2917215568862277,0.97029211516386
-0.2910965568862274,0.9702921151638602
-0.2904715568862275,0.9706248821647773
-0.2898465568862276,0.9709576491656946
-0.2892215568862277,0.9716231831675287
-0.2885965568862274,0.9722887171693639
-0.2879715568862276,0.9729542511711982
-0.2873465568862277,0.9732870181721155
-0.2867215568862278,0.9739525521739496
-0.2860965568862275,0.9736197851730327
-0.2854715568862276,0.9732870181721155
-0.2848465568862277,0.9726214841702809
-0.2842215568862274,0.9726214841702808
-0.2835965568862275,0.9722887171693636
-0.2829715568862277,0.9719559501684464
-0.2823465568862278,0.9712904161666122
-0.2817215568862275,0.971623183167529
-0.2810965568862276,0.9712904161666118
-0.2804715568862277,0.9699593481629427
-0.2798465568862274,0.9689610471601908
-0.2792215568862275,0.9686282801592737
-0.2785965568862276,0.9686282801592737
-0.2779715568862278,0.9682955131583565
-0.2773465568862274,0.9692938141611082
-0.2767215568862276,0.9689610471601909
-0.2760965568862277,0.9696265811620255
-0.2754715568862274,0.9699593481629428
-0.2748465568862275,0.97029211516386
-0.2742215568862276,0.9709576491656946
-0.2735965568862277,0.9712904161666117
-0.2729715568862274,0.9712904161666119
-0.2723465568862276,0.971623183167529
-0.2717215568862277,0.9726214841702809
-0.2710965568862278,0.972954251171198
-0.2704715568862275,0.9736197851730327
-0.2698465568862276,0.9736197851730327
-0.2692215568862277,0.9729542511711982
-0.2685965568862274,0.9722887171693637
-0.2679715568862275,0.9726214841702809
-0.2673465568862277,0.9722887171693636
-0.2667215568862278,0.9716231831675294
-0.2660965568862275,0.9712904161666118
-0.2654715568862276,0.9706248821647773
-0.2648465568862277,0.9709576491656946
-0.2642215568862274,0.9709576491656942
-0.2635965568862275,0.9699593481629427
-0.2629715568862276,0.9692938141611082
-0.2623465568862278,0.968961047160191
-0.2617215568862274,0.9686282801592737
-0.2610965568862276,0.9689610471601909
-0.2604715568862277,0.9699593481629427
-0.2598465568862274,0.9696265811620256
-0.2592215568862275,0.9699593481629427
-0.2585965568862276,0.9712904161666118
-0.2579715568862277,0.9712904161666118
-0.2573465568862274,0.9712904161666119
-0.2567215568862276,0.971623183167529
-0.2560965568862277,0.9722887171693636
-0.2554715568862278,0.9729542511711978
-0.2548465568862275,0.9739525521739499
-0.2542215568862276,0.9746180861757845
-0.2535965568862277,0.9746180861757845
-0.2529715568862274,0.9742853191748672
-0.2523465568862275,0.9739525521739499
-0.2517215568862277,0.9739525521739499
-0.2510965568862278,0.9739525521739499
-0.2504715568862275,0.9732870181721155
-0.2498465568862276,0.9729542511711982
-0.2492215568862277,0.9726214841702809
-0.2485965568862274,0.9722887171693635
-0.2479715568862275,0.9719559501684464
-0.2473465568862276,0.971623183167529
-0.2467215568862278,0.9706248821647777
-0.2460965568862274,0.9696265811620255
-0.2454715568862276,0.9692938141611082
-0.2448465568862277,0.9689610471601909
-0.2442215568862274,0.9696265811620256
-0.2435965568862275,0.9699593481629427
-0.2429715568862276,0.9696265811620255
-0.2423465568862277,0.9699593481629426
-0.2417215568862274,0.9702921151638604
-0.2410965568862276,0.9709576491656946
-0.2404715568862277,0.9709576491656946
-0.2398465568862278,0.9712904161666117
-0.2392215568862275,0.9712904161666118
-0.2385965568862276,0.9726214841702809
-0.2379715568862277,0.9736197851730327
-0.2373465568862274,0.97395255217395
-0.2367215568862275,0.9742853191748673
-0.2360965568862277,0.9742853191748673
-0.2354715568862278,0.97395255217395
-0.2348465568862275,0.9736197851730327
-0.2342215568862276,0.9736197851730327
-0.2335965568862277,0.9726214841702809
-0.2329715568862274,0.9722887171693635
-0.2323465568862275,0.9719559501684464
-0.2317215568862276,0.971623183167529
-0.2310965568862278,0.9712904161666119
-0.2304715568862274,0.9706248821647773
-0.2298465568862276,0.97029211516386
-0.2292215568862277,0.9696265811620255
-0.2285965568862274,0.969293814161108
-0.2279715568862275,0.9689610471601909
-0.2273465568862276,0.9689610471601909
-0.2267215568862277,0.9696265811620252
-0.2260965568862274,0.9702921151638602
-0.2254715568862276,0.9706248821647773
-0.2248465568862277,0.9709576491656946
-0.2242215568862278,0.9709576491656946
-0.2235965568862275,0.9709576491656946
-0.2229715568862276,0.971623183167529
-0.2223465568862277,0.9722887171693636
-0.2217215568862274,0.9729542511711985
-0.2210965568862275,0.9736197851730327
-0.2204715568862277,0.9736197851730327
-0.2198465568862278,0.9742853191748669
-0.2192215568862275,0.9736197851730327
-0.2185965568862276,0.9736197851730327
-0.2179715568862277,0.9726214841702809
-0.2173465568862274,0.9722887171693635
-0.2167215568862275,0.9719559501684464
-0.2160965568862276,0.971623183167529
-0.2154715568862278,0.9712904161666119
-0.2148465568862274,0.9709576491656946
-0.2142215568862276,0.9706248821647773
-0.2135965568862277,0.9699593481629427
-0.2129715568862274,0.9692938141611078
-0.2123465568862275,0.9686282801592737
-0.2117215568862276,0.9682955131583564
-0.2110965568862277,0.9686282801592736
-0.2104715568862274,0.9692938141611082
-0.2098465568862276,0.9692938141611082
-0.2092215568862277,0.9696265811620255
-0.2085965568862278,0.9702921151638597
-0.2079715568862275,0.9706248821647773
-0.2073465568862276,0.9706248821647773
-0.2067215568862277,0.9712904161666118
-0.2060965568862274,0.9716231831675294
-0.2054715568862275,0.9722887171693636
-0.2048465568862277,0.9732870181721155
-0.2042215568862278,0.9742853191748668
-0.2035965568862275,0.9742853191748673
-0.2029715568862276,0.9742853191748673
-0.2023465568862277,0.9736197851730327
-0.2017215568862274,0.9732870181721155
-0.2010965568862275,0.9732870181721155
-0.2004715568862276,0.9729542511711982
-0.1998465568862278,0.9722887171693639
-0.1992215568862274,0.9722887171693636
-0.1985965568862276,0.9719559501684464
-0.1979715568862277,0.9719559501684464
-0.1973465568862274,0.9712904161666114
-0.1967215568862275,0.97029211516386
-0.1960965568862276,0.9699593481629427
-0.1954715568862277,0.9692938141611085
-0.1948465568862274,0.9689610471601914
-0.1942215568862276,0.9699593481629427
-0.1935965568862277,0.97029211516386
-0.1929715568862278,0.97029211516386
-0.1923465568862275,0.9709576491656946
-0.1917215568862276,0.971623183167529
-0.1910965568862277,0.971623183167529
-0.1904715568862274,0.9722887171693636
-0.1898465568862275,0.9722887171693636
-0.1892215568862277,0.9726214841702809
-0.1885965568862278,0.9732870181721152
-0.1879715568862275,0.9742853191748673
-0.1873465568862276,0.9749508531767018
-0.1867215568862277,0.9749508531767018
-0.1860965568862274,0.9746180861757844
-0.1854715568862275,0.9742853191748673
-0.1848465568862276,0.9746180861757845
-0.1842215568862278,0.9736197851730332
-0.1835965568862274,0.9742853191748673
-0.1829715568862276,0.9736197851730327
-0.1823465568862277,0.9729542511711982
-0.1817215568862274,0.9719559501684463
-0.1810965568862275,0.971623183167529
-0.1804715568862276,0.9712904161666118
-0.1798465568862277,0.9709576491656947
-0.1792215568862274,0.9699593481629427
-0.1785965568862276,0.9699593481629427
-0.1779715568862277,0.9699593481629427
-0.1773465568862278,0.9709576491656942
-0.1767215568862275,0.9709576491656946
-0.1760965568862276,0.9706248821647773
-0.1754715568862277,0.9706248821647773
-0.1748465568862274,0.9712904161666119
-0.1742215568862275,0.971623183167529
-0.1735965568862277,0.9719559501684464
-0.1729715568862278,0.9726214841702806
-0.1723465568862275,0.9726214841702809
-0.1717215568862276,0.9736197851730327
-0.1710965568862277,0.9746180861757845
-0.1704715568862274,0.9742853191748676
-0.1698465568862275,0.9749508531767018
-0.1692215568862276,0.9746180861757845
-0.1685965568862278,0.9739525521739503
-0.1679715568862274,0.9746180861757845
-0.1673465568862276,0.9742853191748673
-0.1667215568862277,0.9736197851730327
-0.1660965568862274,0.9732870181721152
-0.1654715568862275,0.9726214841702809
-0.1648465568862276,0.9726214841702809
-0.1642215568862277,0.9719559501684467
-0.1635965568862274,0.970957649165694
-0.1629715568862276,0.9696265811620255
-0.1623465568862277,0.9689610471601909
-0.1617215568862278,0.9689610471601909
-0.1610965568862275,0.9686282801592737
-0.1604715568862276,0.9692938141611082
-0.1598465568862277,0.9696265811620255
-0.1592215568862274,0.9696265811620258
-0.1585965568862275,0.97029211516386
-0.1579715568862277,0.9712904161666118
-0.1573465568862278,0.971955950168446
-0.1567215568862275,0.9719559501684464
-0.1560965568862276,0.9726214841702809
-0.1554715568862277,0.9726214841702809
-0.1548465568862274,0.9736197851730327
-0.1542215568862275,0.9736197851730327
-0.1535965568862276,0.9739525521739499
-0.1529715568862278,0.9742853191748672
-0.1523465568862274,0.9732870181721155
-0.1517215568862276,0.9729542511711982
-0.1510965568862277,0.9719559501684464
-0.1504715568862274,0.9716231831675289
-0.1498465568862275,0.9712904161666118
-0.1492215568862276,0.9709576491656946
-0.1485965568862277,0.9706248821647774
-0.1479715568862274,0.9702921151638597
-0.1473465568862276,0.9696265811620255
-0.1467215568862277,0.9692938141611082
-0.1460965568862278,0.968628280159274
-0.1454715568862275,0.9686282801592737
-0.1448465568862276,0.9679627461574392
-0.1442215568862277,0.9682955131583564
-0.1435965568862274,0.9686282801592738
-0.1429715568862275,0.9689610471601909
-0.1423465568862277,0.9692938141611082
-0.1417215568862278,0.9699593481629424
-0.1410965568862275,0.9696265811620255
-0.1404715568862276,0.97029211516386
-0.1398465568862277,0.9706248821647773
-0.1392215568862274,0.9709576491656949
-0.1385965568862275,0.971623183167529
-0.1379715568862276,0.9722887171693636
-0.1373465568862278,0.9729542511711978
-0.1367215568862274,0.9732870181721155
-0.1360965568862276,0.9739525521739499
-0.1354715568862277,0.9726214841702809
-0.1348465568862274,0.972621484170281
-0.1342215568862275,0.9729542511711982
-0.1335965568862276,0.9726214841702809
-0.1329715568862277,0.9726214841702809
-0.1323465568862274,0.9722887171693635
-0.1317215568862276,0.9719559501684464
-0.1310965568862277,0.9712904161666118
-0.1304715568862278,0.9702921151638605
-0.1298465568862275,0.9696265811620255
-0.1292215568862276,0.9689610471601909
-0.1285965568862277,0.9692938141611082
-0.1279715568862274,0.968628280159274
-0.1273465568862275,0.9692938141611082
-0.1267215568862277,0.9686282801592737
-0.1260965568862278,0.9686282801592737
-0.1254715568862275,0.9692938141611082
-0.1248465568862276,0.97029211516386
-0.1242215568862277,0.9699593481629427
-0.1235965568862274,0.9706248821647774
-0.1229715568862275,0.9709576491656946
-0.1223465568862276,0.971623183167529
-0.1217215568862278,0.9722887171693633
-0.1210965568862274,0.9729542511711982
